,style,street,city,zip_code,beds,full_baths,sqft,year_built,days_on_mls,list_price,price_per_sqft,year,month,day
13473,COOP,54-17  31st Ave,Woodside,11377,1.0,1.0,650.0,1935.0,227,315000.0,485.0,2023,5,24
13474,MULTI_FAMILY,208 E 34th St,Brooklyn,11203,2.0,2.0,1200.0,1952.0,227,499000.0,416.0,2023,5,24
13475,COOP,679 W 239th St,Bronx,10463,1.0,1.0,850.0,1961.0,227,279900.0,329.0,2023,5,24
13476,SINGLE_FAMILY,130  Avenue S,Brooklyn,11223,3.0,1.0,1940.0,1920.0,227,949900.0,490.0,2023,5,24
13477,MULTI_FAMILY,2160  Bruckner Blvd,Bronx,10473,3.0,2.0,1486.0,1955.0,227,795000.0,535.0,2023,5,24
13478,CONDOS,145 E 48th St,Manhattan,10017,0.0,1.0,449.0,1986.0,227,700000.0,1559.0,2023,5,24
13479,COOP,679 W 239th Ave,Bronx,10463,1.0,1.0,850.0,1960.0,227,279900.0,329.0,2023,5,24
13480,COOP,67-30  Dartmouth St,Forest Hills,11375,0.0,1.0,,1655.0,227,199888.0,,2023,5,24
13481,LAND,149  Colony Ave,Staten Island,10306,2.0,2.0,,1952.0,227,239000.0,,2023,5,24
13482,MULTI_FAMILY,41-12  28th Ave,Astoria,11103,8.0,5.0,4280.0,1974.0,227,1995000.0,466.0,2023,5,24
13483,COOP,144-60  Gravett Rd,Flushing,11367,2.0,1.0,,1950.0,227,222888.0,,2023,5,24
13484,COOP,100  Bank St,New York,10014,0.0,1.0,,1955.0,227,650000.0,,2023,5,24
13485,COOP,789 W End Ave,Manhattan,10025,3.0,3.0,1750.0,1915.0,227,1395000.0,797.0,2023,5,24
13486,MULTI_FAMILY,205  Aquatic Pl,Arverne,11692,5.0,3.0,2905.0,2004.0,228,1075000.0,370.0,2023,5,23
13487,SINGLE_FAMILY,104-54  164 St,Jamaica,11433,0.0,2.0,,1952.0,228,310000.0,,2023,5,23
13488,SINGLE_FAMILY,331  Beach 66 St,Arverne,11692,9.0,4.0,,2017.0,228,1300000.0,,2023,5,23
13489,CONDOS,161 E 110th St,Manhattan,10029,2.0,2.0,975.0,2008.0,228,849500.0,871.0,2023,5,23
13490,COOP,300 E 74th St,New York,10021,1.0,1.0,,1967.0,228,1195000.0,,2023,5,23
13491,MULTI_FAMILY,214  Beach 3rd St,Far Rockaway,11691,6.0,2.0,1776.0,1935.0,228,850000.0,479.0,2023,5,23
13492,MULTI_FAMILY,1873  Hendrickson St,Brooklyn,11234,2.0,2.0,1727.0,1940.0,228,949000.0,550.0,2023,5,23
13493,CONDOS,3 W 122nd St,New York,10027,2.0,1.0,900.0,1952.0,228,995000.0,1106.0,2023,5,23
13494,COOP,444 E 75th St,New York,10021,3.0,2.0,,1964.0,228,1200000.0,,2023,5,23
13495,COOP,433 E 56th St,New York,10022,2.0,2.0,1400.0,1967.0,228,1175000.0,839.0,2023,5,23
13496,CONDOS,200 E 59th St,New York,10022,1.0,1.0,977.0,2019.0,228,2215000.0,2267.0,2023,5,23
13497,CONDOS,225  Fifth Ave,New York,10010,2.0,2.0,1709.0,1900.0,228,3995000.0,2338.0,2023,5,23
13498,CONDOS,99  Warren St,New York,10007,2.0,3.0,1983.0,2006.0,228,3700000.0,1866.0,2023,5,23
13499,CONDOS,110  Duane St,New York,10007,5.0,3.0,4000.0,1915.0,228,6500000.0,1625.0,2023,5,23
13500,MULTI_FAMILY,99  Cotter Ave,Staten Island,10306,4.0,3.0,2376.0,1985.0,228,874900.0,368.0,2023,5,23
13501,COOP,2483 W 16th St,Brooklyn,11214,3.0,1.0,1250.0,1963.0,228,425000.0,340.0,2023,5,23
13502,SINGLE_FAMILY,220-19  135th Ave,Springfield Gardens,11413,4.0,2.0,,1950.0,228,693000.0,,2023,5,23
13503,COOP,68-61  Yellowstone Blvd,Forest Hills,11375,2.0,2.0,1350.0,1950.0,228,648000.0,480.0,2023,5,23
13504,COOP,64-09  39 Ave,Woodside,11377,1.0,1.0,,1917.0,228,300000.0,,2023,5,23
13505,COOP,590  Parkside Ave,Brooklyn,11226,0.0,1.0,325.0,1952.0,228,195000.0,600.0,2023,5,23
13506,COOP,60  Sutton Pl,Manhattan,10022,2.0,1.0,,1951.0,228,799000.0,,2023,5,23
13507,CONDOS,29 W 21st St,Manhattan,10010,2.0,2.0,2584.0,1910.0,228,2995000.0,1159.0,2023,5,23
13508,COOP,1160  Park Ave,Manhattan,10128,2.0,2.0,,1926.0,228,2995000.0,,2023,5,23
13509,COOP,150  Central Park,New York,10019,3.0,3.0,,1937.0,228,4650000.0,,2023,5,23
13510,CONDOS,200 E 66th St,New York,10065,4.0,4.0,2965.0,1950.0,228,6750000.0,2277.0,2023,5,23
13511,MULTI_FAMILY,290 E 2nd St,Kensington,11218,12.0,6.0,,1931.0,228,1599888.0,,2023,5,23
13512,SINGLE_FAMILY,530 E 43rd St,Brooklyn,11203,3.0,1.0,1584.0,1940.0,228,598999.0,378.0,2023,5,23
13513,CONDOS,97-25  64th Ave,Flushing,11374,1.0,1.0,,1950.0,228,525000.0,,2023,5,23
13514,CONDOS,136-04  Cherry Ave,Flushing,11355,0.0,1.0,,1952.0,228,398000.0,,2023,5,23
13515,CONDOS,136-04  Cherry Ave,Flushing,11355,0.0,1.0,655.0,1952.0,228,398000.0,608.0,2023,5,23
13516,CONDOS,118  Battery Ave,Brooklyn,11209,2.0,1.0,1050.0,2004.0,228,875000.0,833.0,2023,5,23
13517,COOP,5645  Netherland Ave,Bronx,10471,1.0,1.0,750.0,1949.0,228,150000.0,200.0,2023,5,23
13518,COOP,1506  Overing St,Bronx,10461,3.0,2.0,1100.0,1952.0,228,280000.0,255.0,2023,5,23
13519,TOWNHOMES,141-143 E 63rd St,New York,10065,8.0,9.0,7327.0,1899.0,229,10750000.0,1467.0,2023,5,22
13520,COOP,517 W 48th St,Manhattan,10036,0.0,1.0,,1901.0,229,375000.0,,2023,5,22
13521,CONDOS,110  Livingston St,Brooklyn,11201,1.0,1.0,713.0,1926.0,229,935000.0,1311.0,2023,5,22
13522,CONDOS,60  Greene St,New York,10012,2.0,3.0,3918.0,1871.0,229,9450000.0,2412.0,2023,5,22
13523,CONDOS,143-28  41st Ave,Flushing,11355,2.0,2.0,977.0,2016.0,229,1074700.0,1100.0,2023,5,22
13524,CONDOS,143-28  41st Ave,Flushing,11355,0.0,1.0,544.0,2016.0,229,598400.0,1100.0,2023,5,22
13525,CONDOS,143-28  41st Ave,Flushing,11355,2.0,2.0,955.0,2016.0,229,1050500.0,1100.0,2023,5,22
13526,CONDOS,143-28  41st Ave,Flushing,11355,0.0,1.0,421.0,2016.0,229,463100.0,1100.0,2023,5,22
13527,CONDOS,143-28  41st Ave,Flushing,11355,1.0,1.0,634.0,2016.0,229,697400.0,1100.0,2023,5,22
13528,CONDOS,143-28  41st Ave,Flushing,11355,2.0,2.0,855.0,2016.0,229,940500.0,1100.0,2023,5,22
13529,TOWNHOMES,15  Renwick St,New York,10013,2.0,2.0,1774.0,2016.0,229,3450000.0,1945.0,2023,5,22
13530,COOP,45  Sutton Pl,New York,10022,1.0,1.0,1000.0,1958.0,229,975000.0,975.0,2023,5,22
13531,COOP,425 E 58th St,Manhattan,10022,5.0,5.0,,1975.0,229,4400000.0,,2023,5,22
13532,COOP,2  Sutton Pl,Manhattan,10022,3.0,3.0,,1938.0,229,3950000.0,,2023,5,22
13533,COOP,730  Park Avenue Ave,Manhattan,10021,4.0,5.0,5200.0,1928.0,229,29950000.0,5760.0,2023,5,22
13534,COOP,435 E 65th St,Manhattan,10065,2.0,2.0,,1963.0,229,1475000.0,,2023,5,22
13535,CONDOS,368  Third Ave,Manhattan,10016,3.0,2.0,1629.0,2020.0,229,2695000.0,1654.0,2023,5,22
13536,TOWNHOMES,280 W 11th St,Manhattan,10014,9.0,8.0,7921.0,1818.0,229,15999999.0,2020.0,2023,5,22
13537,COOP,1036  Park Avenue Ave,Manhattan,10028,0.0,1.0,,1957.0,229,999000.0,,2023,5,22
13538,CONDOS,368  Third Ave,Manhattan,10016,3.0,3.0,2926.0,2020.0,229,9995000.0,3416.0,2023,5,22
13539,TOWNHOMES,146-12  34th Ave,Queens,11354,5.0,2.0,1575.0,1901.0,229,1248000.0,792.0,2023,5,22
13540,TOWNHOMES,346A  13th St,Brooklyn,11215,4.0,3.0,3333.0,1952.0,229,3750000.0,1125.0,2023,5,22
13541,COOP,400 E 56th St,Manhattan,10022,0.0,2.0,3750.0,1969.0,229,1495000.0,399.0,2023,5,22
13542,TOWNHOMES,761  Greenwich St,Manhattan,10014,4.0,5.0,4453.0,1838.0,229,7995000.0,1795.0,2023,5,22
13543,COOP,888  Park Avenue Ave,Manhattan,10075,3.0,1.0,2000.0,1926.0,229,2195000.0,1098.0,2023,5,22
13544,COOP,300  Central Park,Manhattan,10024,3.0,4.0,,1952.0,229,7150000.0,,2023,5,22
13545,CONDOP,215 E 96th St,Manhattan,10128,2.0,2.0,,2005.0,229,1065000.0,,2023,5,22
13546,CONDOS,2521  Palisade Ave,Bronx,10463,3.0,2.0,1515.0,1986.0,229,900000.0,594.0,2023,5,22
13547,COOP,800 W End Ave,Manhattan,10025,3.0,3.0,,1926.0,229,2595000.0,,2023,5,22
13548,CONDOS,1  Central Park,Manhattan,10023,1.0,1.0,1016.0,1960.0,229,1295000.0,1275.0,2023,5,22
13549,COOP,303 E 57th St,Manhattan,10022,3.0,3.0,,1968.0,229,1750000.0,,2023,5,22
13550,COOP,115  Central Park,Manhattan,10023,3.0,3.0,,1931.0,229,6500000.0,,2023,5,22
13551,COOP,435 E 57th St,Manhattan,10022,2.0,1.0,,1927.0,229,650000.0,,2023,5,22
13552,COOP,935  Park Avenue Ave,Manhattan,10028,2.0,2.0,,1924.0,229,2375000.0,,2023,5,22
13553,CONDOS,25  Central Park,Manhattan,10023,1.0,1.0,650.0,1932.0,229,2725000.0,4192.0,2023,5,22
13554,CONDOS,111  Murray St,Manhattan,10007,4.0,4.0,2697.0,2018.0,229,7995000.0,2964.0,2023,5,22
13555,CONDOS,160 W 66th St,Manhattan,10023,0.0,1.0,584.0,1989.0,229,995000.0,1704.0,2023,5,22
13556,CONDOS,70  Washington St,Brooklyn,11201,1.0,1.0,1217.0,1915.0,229,1325000.0,1089.0,2023,5,22
13557,CONDOS,25  Murray St,Manhattan,10007,6.0,7.0,5900.0,1930.0,229,12500000.0,2119.0,2023,5,22
13558,COOP,555  Kappock St,Bronx,10463,1.0,1.0,,1966.0,229,192500.0,,2023,5,22
13559,CONDOS,325  Fifth Ave,Manhattan,10016,3.0,3.0,1500.0,2006.0,229,2649000.0,1766.0,2023,5,22
13560,TOWNHOMES,216 E 49th St,Manhattan,10017,0.0,2.0,,1910.0,229,9950000.0,,2023,5,22
13561,TOWNHOMES,115 E 81st St,Manhattan,10028,4.0,3.0,5000.0,1899.0,229,8350000.0,1670.0,2023,5,22
13562,COOP,765  Park Avenue Ave,Manhattan,10021,4.0,5.0,5500.0,1927.0,229,14900000.0,2709.0,2023,5,22
13563,COOP,201 W 70th St,Manhattan,10023,1.0,1.0,,1972.0,229,735000.0,,2023,5,22
13564,COOP,888  Park Avenue Ave,Manhattan,10075,0.0,1.0,2000.0,1926.0,229,2195000.0,1098.0,2023,5,22
13565,COOP,215 W 91st St,Manhattan,10024,2.0,1.0,,1917.0,229,1390000.0,,2023,5,22
13566,TOWNHOMES,4750  Iselin Ave,Bronx,10471,5.0,5.0,4408.0,1968.0,229,2500000.0,567.0,2023,5,22
13567,COOP,110-11  Queens Blvd,Queens,11375,2.0,2.0,1400.0,1965.0,229,749000.0,535.0,2023,5,22
13568,CONDOS,340  Metropolitan Ave,Brooklyn,11211,2.0,2.0,950.0,2022.0,229,1595000.0,1679.0,2023,5,22
13569,CONDOS,1289  Lexington Ave,Manhattan,10028,4.0,3.0,2827.0,2019.0,229,6995000.0,2474.0,2023,5,22
13570,COOP,133 W 140th St,Manhattan,10030,4.0,1.0,,1903.0,229,500000.0,,2023,5,22
13571,COOP,225  Bennett Ave,Manhattan,10040,0.0,1.0,,1940.0,229,249000.0,,2023,5,22
13572,COOP,924 W End Ave,Manhattan,10025,3.0,3.0,2300.0,1913.0,229,1895000.0,824.0,2023,5,22
13573,CONDOS,1289  Lexington Ave,Manhattan,10028,5.0,5.0,3609.0,2019.0,229,8800000.0,2438.0,2023,5,22
13574,CONDOS,305  Second Ave,Manhattan,10003,1.0,1.0,,1902.0,229,995000.0,,2023,5,22
13575,CONDOS,1  Central Park,Manhattan,10019,4.0,4.0,3698.0,1907.0,229,15900000.0,4300.0,2023,5,22
13576,COOP,55 E 72nd St,Manhattan,10021,3.0,3.0,,1924.0,229,3950000.0,,2023,5,22
13577,COOP,510  Park Avenue Ave,Manhattan,10022,3.0,3.0,,1925.0,229,3000000.0,,2023,5,22
13578,TOWNHOMES,7 E 88th St,Manhattan,10128,6.0,7.0,,1903.0,229,25000000.0,,2023,5,22
13579,COOP,215 E 24th St,Manhattan,10010,1.0,1.0,,1977.0,229,595000.0,,2023,5,22
13580,COOP,310  Lexington Ave,Manhattan,10016,2.0,1.0,1100.0,1956.0,229,599000.0,545.0,2023,5,22
13581,TOWNHOMES,334 W 20th St,Manhattan,10011,5.0,5.0,7058.0,1900.0,229,23000000.0,3259.0,2023,5,22
13582,COOP,465  Park Avenue Ave,Manhattan,10022,2.0,2.0,,1926.0,229,795000.0,,2023,5,22
13583,COOP,8015  6th Ave,Brooklyn,11209,1.0,1.0,1000.0,1924.0,229,280000.0,280.0,2023,5,22
13584,COOP,1060  Park Avenue Ave,Manhattan,10128,3.0,3.0,,1924.0,229,3950000.0,,2023,5,22
13585,COOP,50  Riverside Dr,Manhattan,10024,3.0,2.0,,1930.0,229,2995000.0,,2023,5,22
13586,TOWNHOMES,235 E 77th St,Manhattan,10075,0.0,2.0,10000.0,1952.0,229,5500000.0,550.0,2023,5,22
13587,COOP,30-45  Hobart St,Woodside,11377,1.0,1.0,,1940.0,219,289000.0,,2023,6,1
13588,TOWNHOMES,145  Reade St,Manhattan,10013,4.0,7.0,10582.0,1910.0,219,39995000.0,3780.0,2023,6,1
13589,CONDOS,640 W 237th St,Bronx,10463,2.0,2.0,1446.0,2007.0,220,947500.0,655.0,2023,5,31
13590,SINGLE_FAMILY,93  Gower St,Staten Island,10314,3.0,1.0,1800.0,1994.0,220,749000.0,416.0,2023,5,31
13591,SINGLE_FAMILY,130-13  230th St,Laurelton,11413,2.0,2.0,888.0,1945.0,220,655000.0,738.0,2023,5,31
13592,SINGLE_FAMILY,5848  150th St,Flushing,11355,3.0,2.0,1260.0,1950.0,220,1078000.0,856.0,2023,5,31
13593,CONDOS,41-05  College Point Blvd,Flushing,11355,2.0,2.0,1031.0,2004.0,220,798000.0,774.0,2023,5,31
13594,CONDOS,16 W 40th St,New York,10018,1.0,1.0,1067.0,2017.0,220,1950000.0,1828.0,2023,5,31
13595,COOP,73-12  35 Ave,Jackson Heights,11372,2.0,1.0,1025.0,1940.0,220,625000.0,610.0,2023,5,31
13596,CONDOS,133  Beach 116th St,Queens,11694,3.0,2.0,1625.0,2018.0,220,1400000.0,862.0,2023,5,31
13597,CONDOS,14 E 4th St,New York,10012,3.0,3.0,2360.0,1908.0,220,2999950.0,1271.0,2023,5,31
13598,CONDOS,85  Douglass St,Brooklyn,11231,2.0,2.0,1078.0,1920.0,220,1775000.0,1647.0,2023,5,31
13599,CONDOS,150 W 56th St,New York,10019,1.0,1.0,865.0,1987.0,220,1195000.0,1382.0,2023,5,31
13600,COOP,812  Park Ave,New York,10021,3.0,3.0,,1927.0,220,8995000.0,,2023,5,31
13601,CONDOS,2110  Frederick Douglass Blvd,New York,10026,2.0,2.0,1015.0,2009.0,220,995000.0,980.0,2023,5,31
13602,MULTI_FAMILY,845  Prospect Pl,Brooklyn,11216,4.0,4.0,,1905.0,220,2725000.0,,2023,5,31
13603,CONDOS,143-28  41st Ave,Flushing,11355,2.0,2.0,855.0,2016.0,220,940500.0,1100.0,2023,5,31
13604,SINGLE_FAMILY,139-48  227 St,Laurelton,11413,8.0,3.0,,1930.0,220,920000.0,,2023,5,31
13605,CONDOS,66  Leonard St,Manhattan,10013,2.0,2.0,1780.0,1900.0,220,2700000.0,1517.0,2023,5,31
13606,APARTMENT,310 E 46th St,New York,10017,0.0,1.0,,1929.0,220,815000.0,,2023,5,31
13607,LAND,5239  Independence Ave,Bronx,10471,2.0,2.0,,1952.0,220,1395000.0,,2023,5,31
13608,SINGLE_FAMILY,110-25  217th St,Queens Village,11429,3.0,1.0,,1960.0,220,285000.0,,2023,5,31
13609,CONDOS,56  Leonard St,Manhattan,10013,1.0,1.0,1027.0,2015.0,220,2450000.0,2386.0,2023,5,31
13610,CONDOS,2351  Adam Clayton Powell Jr Blvd,Manhattan,10030,1.0,1.0,687.0,2019.0,220,779000.0,1134.0,2023,5,31
13611,CONDOS,2351  Adam Clayton Powell Jr Blvd,Manhattan,10030,2.0,1.0,902.0,2019.0,220,925000.0,1025.0,2023,5,31
13612,CONDOS,505 W 43rd St,New York,10036,3.0,3.0,1488.0,2019.0,220,2665000.0,1791.0,2023,5,31
13613,MULTI_FAMILY,86-84  188th St,Hollis,11423,8.0,3.0,2988.0,1940.0,220,1458888.0,488.0,2023,5,31
13614,CONDOS,420 W 25th St,New York,10001,1.0,2.0,1240.0,1912.0,220,1575000.0,1270.0,2023,5,31
13615,COOP,333 E 66th St,Manhattan,10065,2.0,1.0,,1964.0,220,799000.0,,2023,5,31
13616,CONDOS,145 W 129th St,Manhattan,10027,1.0,1.0,804.0,1899.0,220,1099000.0,1367.0,2023,5,31
13617,CONDOS,9 W 20th St,New York,10011,3.0,2.0,2152.0,1910.0,220,3538000.0,1644.0,2023,5,31
13618,SINGLE_FAMILY,2323  Knapp St,Brooklyn,11229,3.0,1.0,1092.0,1930.0,220,610000.0,559.0,2023,5,31
13619,CONDOS,213-02  42nd Ave,Bayside,11361,2.0,2.0,,1989.0,220,830000.0,,2023,5,31
13620,SINGLE_FAMILY,18  King James Ct,Staten Island,10308,3.0,1.0,1600.0,1989.0,220,709999.0,444.0,2023,5,31
13621,COOP,77  Seventh Ave,Manhattan,10011,1.0,1.0,,1960.0,220,899000.0,,2023,5,31
13622,TOWNHOMES,1212A  Greene Ave,Brooklyn,11221,5.0,3.0,,1901.0,220,1495000.0,,2023,5,31
13623,COOP,425 E 63rd St,New York,10065,4.0,4.0,,1956.0,220,3195000.0,,2023,5,31
13624,CONDOS,1173  Rogers Ave,Brooklyn,11226,2.0,2.0,750.0,1952.0,220,670000.0,893.0,2023,5,31
13625,SINGLE_FAMILY,84-40  89th St,Woodhaven,11421,4.0,2.0,,1952.0,220,649500.0,,2023,5,31
13626,MULTI_FAMILY,128  Bedford Ave,Brooklyn,11249,12.0,6.0,5600.0,1900.0,220,3200000.0,571.0,2023,5,31
13627,CONDOS,50 W 66th St,New York,10023,3.0,3.0,2424.0,2024.0,221,6775000.0,2795.0,2023,5,30
13628,TOWNHOMES,597 E 8th St,Brooklyn,11218,4.0,2.0,2487.0,1930.0,221,1999000.0,804.0,2023,5,30
13629,TOWNHOMES,134 W 130th St,New York,10027,7.0,4.0,,1910.0,221,2200000.0,,2023,5,30
13630,COOP,333 E 91st St,Manhattan,10128,3.0,3.0,1818.0,2007.0,221,1695000.0,932.0,2023,5,30
13631,MULTI_FAMILY,131  Vernon Ave,Bedford Stuyvesant,11206,12.0,6.0,,1931.0,221,3150000.0,,2023,5,30
13632,SINGLE_FAMILY,130-13  230th St,Laurelton,11413,2.0,2.0,888.0,1945.0,221,655000.0,738.0,2023,5,30
13633,CONDOS,1289  Lexington Ave,Manhattan,10028,3.0,3.0,2428.0,2019.0,221,4995000.0,2057.0,2023,5,30
13634,MULTI_FAMILY,121  Park Ave,Brooklyn,11205,2.0,1.0,2676.0,1920.0,221,2895000.0,1082.0,2023,5,30
13635,MULTI_FAMILY,1016  Putnam Ave,Bedford Stuyvesant,11221,6.0,3.0,,1899.0,221,1358000.0,,2023,5,30
13636,CONDOS,20  Pine St,New York,10005,2.0,2.0,1204.0,1928.0,221,1400000.0,1163.0,2023,5,30
13637,CONDOS,1  Beacon Ct,New York,10022,3.0,4.0,4494.0,2003.0,221,17999000.0,4005.0,2023,5,30
13638,COOP,1192  Park Ave,New York,10128,4.0,3.0,3000.0,1926.0,221,4250000.0,1417.0,2023,5,30
13639,MULTI_FAMILY,1520  Lincoln Pl,Brooklyn,11213,5.0,2.0,,2005.0,221,1050000.0,,2023,5,30
13640,MULTI_FAMILY,166-32  16th Rd,Whitestone,11357,6.0,4.0,2700.0,2023.0,221,2350000.0,870.0,2023,5,30
13641,MULTI_FAMILY,163-26  95th St,Howard Beach,11414,3.0,2.0,1760.0,1960.0,221,1249000.0,710.0,2023,5,30
13642,COOP,16  Crosby St,Manhattan,10013,2.0,2.0,2900.0,1887.0,221,6000000.0,2069.0,2023,5,30
13643,CONDOS,175 W 10th St,Manhattan,10014,3.0,3.0,3047.0,2016.0,221,8995000.0,2952.0,2023,5,30
13644,COOP,165 E 60th St,Manhattan,10022,1.0,1.0,,1952.0,221,650000.0,,2023,5,30
13645,CONDOS,157 E 72nd St,Manhattan,10021,3.0,2.0,700.0,1924.0,221,450000.0,643.0,2023,5,30
13646,CONDOS,456 W 167th St,New York,10032,0.0,2.0,,2014.0,221,510000.0,,2023,5,30
13647,COOP,419 E 57th St,Manhattan,10022,2.0,2.0,,1927.0,221,1275000.0,,2023,5,30
13648,SINGLE_FAMILY,1440 E 63rd St,Brooklyn,11234,3.0,1.0,1190.0,1920.0,221,655000.0,550.0,2023,5,30
13649,MULTI_FAMILY,43-06  Rockaway Beach Blvd,Far Rockaway,11691,5.0,3.0,3000.0,2006.0,221,845999.0,282.0,2023,5,30
13650,CONDOS,165 W 91st St,New York,10024,1.0,1.0,658.0,1926.0,221,899000.0,1366.0,2023,5,30
13651,COOP,300 E 54th St,New York,10022,2.0,1.0,,1978.0,221,925000.0,,2023,5,30
13652,SINGLE_FAMILY,491  Broadway,New York,10012,3.0,2.0,4000.0,1895.0,221,4995000.0,1249.0,2023,5,30
13653,SINGLE_FAMILY,244  Four Corners Rd,Staten Island,10304,4.0,1.0,2052.0,1970.0,221,1200000.0,585.0,2023,5,30
13654,TOWNHOMES,1390  Lexington Ave,Manhattan,10128,5.0,3.0,,1920.0,221,4100000.0,,2023,5,30
13655,CONDOS,172  Greenleaf Ave,Staten Island,10310,3.0,2.0,,2008.0,221,540000.0,,2023,5,30
13656,TOWNHOMES,530  Graham Ave,Brooklyn,11222,6.0,6.0,3750.0,1925.0,221,1950000.0,520.0,2023,5,30
13657,CONDOS,172  Greenleaf Ave,Staten Island,10310,3.0,2.0,1200.0,2008.0,221,540000.0,450.0,2023,5,30
13658,CONDOS,172  Greenleaf Ave,Staten Island,10310,3.0,2.0,1502.0,2008.0,221,540000.0,360.0,2023,5,30
13659,SINGLE_FAMILY,3310  Campbell Dr,Bronx,10465,4.0,2.0,4500.0,1936.0,221,1250000.0,278.0,2023,5,30
13660,COOP,2800  Coyle St,Brooklyn,11235,2.0,1.0,1150.0,1961.0,221,479000.0,417.0,2023,5,30
13661,COOP,107-40  Queens Blvd,Forest Hills,11375,1.0,1.0,,1965.0,221,378888.0,,2023,5,30
13662,MULTI_FAMILY,530  Graham Ave,Brooklyn,11222,6.0,6.0,3750.0,1925.0,221,1950000.0,520.0,2023,5,30
13663,SINGLE_FAMILY,85-33  Radnor St,Jamaica,11432,4.0,5.0,,1940.0,221,1675000.0,,2023,5,30
13664,COOP,399 E 72nd St,New York,10021,1.0,1.0,750.0,1961.0,221,650000.0,867.0,2023,5,30
13665,COOP,425 E 58th St,New York,10022,4.0,4.0,2900.0,1952.0,221,3800000.0,1310.0,2023,5,30
13666,COOP,353 E 72nd St,Manhattan,10021,1.0,1.0,,1975.0,221,672000.0,,2023,5,30
13667,CONDOS,540 W 49th St,Manhattan,10019,0.0,1.0,501.0,2015.0,221,775000.0,1547.0,2023,5,30
13668,CONDOS,360 E 89th St,Manhattan,10128,3.0,3.0,2049.0,2017.0,221,4400000.0,2147.0,2023,5,30
13669,COOP,1065  Lexington Ave,New York,10021,3.0,3.0,,1925.0,221,2900000.0,,2023,5,30
13670,MULTI_FAMILY,207  Targee St,Staten Island,10304,9.0,3.0,3000.0,1930.0,221,699000.0,233.0,2023,5,30
13671,CONDOS,5  Beekman St,New York,10038,2.0,2.0,1624.0,2015.0,221,2495000.0,1536.0,2023,5,30
13672,CONDOS,27-28  Thomson Ave,Queens,11101,1.0,2.0,1139.0,1928.0,221,1375000.0,1207.0,2023,5,30
13673,CONDOS,300 E 62nd St,New York,10065,2.0,2.0,1225.0,1986.0,221,1600000.0,1306.0,2023,5,30
13674,COOP,83-55  Lefferts Blvd,Kew Gardens,11415,1.0,1.0,,1922.0,222,189999.0,,2023,5,29
13675,COOP,32-20  89 St,East Elmhurst,11369,2.0,1.0,,1952.0,222,280000.0,,2023,5,29
13676,CONDOS,22-26  80th St,East Elmhurst,11370,0.0,1.0,480.0,1943.0,222,349000.0,727.0,2023,5,29
13677,COOP,165-20  Highland Ave,Jamaica,11432,1.0,1.0,850.0,1940.0,223,169000.0,199.0,2023,5,28
13678,COOP,90-11  35 Ave,Jackson Heights,11372,0.0,1.0,,1956.0,223,300000.0,,2023,5,28
13679,CONDOS,58-61  44th Ave,Woodside,11377,0.0,1.0,330.0,1985.0,223,399000.0,1209.0,2023,5,28
13680,CONDOS,252  South St,New York,10002,1.0,1.0,723.0,2019.0,223,1180000.0,1632.0,2023,5,28
13681,COOP,888  Park Ave,New York,10075,5.0,4.0,,1926.0,223,14000000.0,,2023,5,28
13682,CONDOS,252  South St,New York,10002,1.0,1.0,723.0,2019.0,224,1180000.0,1632.0,2023,5,27
13683,SINGLE_FAMILY,2801  Brown St,Brooklyn,11235,3.0,2.0,1600.0,2015.0,224,1150000.0,719.0,2023,5,27
13684,SINGLE_FAMILY,146  Major Ave,Staten Island,10305,4.0,2.0,2192.0,1899.0,224,1070000.0,488.0,2023,5,27
13685,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,914.0,2023.0,224,1061300.0,1161.0,2023,5,27
13686,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,888.0,2023.0,224,1126200.0,1268.0,2023,5,27
13687,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,831.0,2023.0,224,964350.0,1160.0,2023,5,27
13688,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,824.0,2023.0,224,956300.0,1161.0,2023,5,27
13689,CONDOS,42-80  Main St,Flushing,11355,2.0,1.0,701.0,2023.0,224,902400.0,1287.0,2023,5,27
13690,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,921.0,2023.0,224,1070850.0,1163.0,2023,5,27
13691,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,1029.0,2023.0,224,1277100.0,1241.0,2023,5,27
13692,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,740.0,2023.0,224,972200.0,1314.0,2023,5,27
13693,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,862.0,2023.0,224,1002100.0,1163.0,2023,5,27
13694,CONDOS,42-80  Main St,Flushing,11355,4.0,5.0,2050.0,2023.0,224,2737800.0,1336.0,2023,5,27
13695,CONDOS,42-80  Main St,Flushing,11355,5.0,5.0,1945.0,2023.0,224,2483556.0,1277.0,2023,5,27
13696,CONDOS,42-80  Main St,Flushing,11355,2.0,2.0,785.0,2023.0,224,1098050.0,1399.0,2023,5,27
13697,SINGLE_FAMILY,2977-2981  Hylan Blvd,Staten Island,10306,3.0,1.0,4232.0,2019.0,224,1399000.0,331.0,2023,5,27
